13,22,15,56,51,40,8,58,45,2,35,11,37,9,17,57,47,25,39,27,32,33,4,6,63,12,59,49,3,29,21,30,48,34,36,42,14,38,16,26,1,61,53,46,0,28,5,20,10,19,43,18,50,54,60,44,31,7,55,41,24,62,52,23
0,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,3,0,3,3,2,0,1,3,0,2,0,0,0,0,4,0,0,0,0,3,3,0,0,2,2,0,0,0,0,3,0,4,0,2,0,0,1,0,2,0,0,3,4,0,0,0,0,0
0,0,0,0,0,0,3,2,0,0,0,0,4,0,3,2,3,0,4,0,3,0,4,3,0,1,0,0,0,4,0,3,0,0,0,0,2,0,0,0,3,0,3,0,0,3,0,0,0,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0
0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,1,0,0,0,4,0,4,3,4,0,0,0,0,0,3,4,0,0,3,0,0,3,0,1,3,0,0,0,2,0,3,0,4,0,0,0,0,0,1,1,0,2,0,3,3,3,0
4,0,0,0,0,0,4,4,4,2,0,0,2,0,0,0,0,0,0,1,0,3,1,3,3,3,1,3,0,0,3,0,1,4,0,0,3,0,0,3,0,0,1,3,0,4,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0
0,3,0,0,4,0,0,0,0,4,0,0,0,0,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0,4,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,3,0,4,0,4,0,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,3,1,3,2,4,0,0,2,3,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,1,0,0,3,0,0,0,0
0,0,3,0,0,0,0,0,3,0,0,0,1,3,0,0,0,4,4,0,0,0,2,4,0,0,0,0,2,2,0,2,0,0,0,0,3,0,2,0,4,0,3,3,4,0,0,4,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,3,2,3,4,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,0,0,3,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,3,3,4,2
3,0,1,0,0,3,1,0,0,1,4,3,3,3,0,0,0,2,3,1,0,4,1,0,0,3,4,0,4,0,1,0,2,0,0,0,3,0,0,3,0,1,3,3,2,0,3,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,4,0
0,3,3,0,2,4,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,2,3,0,3,4,3,0,0,3,0,0,4,0,3,2,0,0,0,4,4,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,2,0
0,0,3,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,3,0,2,0,3,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,4,0,0,2,1,0,0,4,0
4,4,0,0,3,0,0,4,0,0,3,0,3,0,0,3,0,4,0,3,0,0,3,3,4,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0
4,4,0,0,3,3,2,2,2,0,0,3,0,0,0,0,2,0,1,0,0,0,3,4,3,0,2,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,4,0,3,1,0,4,0,3,0,1,0,0,1,0,3,0,0,0,0,0,0
0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,4,0,3,0,0,0,4,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,4,4,2,2
0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,4,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,1,3,2,4,4,4,0,2,0,0,0,3
0,0,0,4,0,0,0,0,0,0,1,0,0,3,2,0,0,2,4,0,0,0,0,0,0,2,0,0,2,3,3,0,4,0,3,2,0,0,0,0,2,3,2,4,1,3,0,4,1,4,0,3,0,0,3,2,2,0,0,2,0,2,0,2
0,0,0,0,4,0,0,0,3,4,0,1,0,4,4,0,0,0,0,2,4,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,3,0,3,0,2,3,2
